ticker,name,exchange,sector,industry,country,currency
BIDU,Baidu Inc,NASDAQ,Communication Services,Internet Content & Information,CN,USD
TWLO,Twilio Inc,NYSE,Technology,Software - Infrastructure,US,USD
DT,Dynatrace Inc,NYSE,Technology,Software - Application,US,USD
KC,Kingsoft Cloud Holdings Ltd ADR,NASDAQ,Technology,Software - Infrastructure,CN,USD
RPD,Rapid7 Inc,NASDAQ,Technology,Software - Infrastructure,US,USD
CHKP,Check Point Software Technologies Ltd,NASDAQ,Technology,Software - Infrastructure,IL,USD
NET,Cloudflare Inc,NYSE,Technology,Software - Infrastructure,US,USD
C,Citigroup Inc,NYSE,Financial Services,Banks - Diversified,US,USD
BLK,BlackRock Inc,NYSE,Financial Services,Asset Management,US,USD
BGN.MI,Banca Generali S.p.A.,BIT,Financial Services,Asset Management,IT,EUR
AXP,American Express Co,NYSE,Financial Services,Credit Services,US,USD
PYPL,PayPal Holdings Inc,NASDAQ,Financial Services,Credit Services,US,USD
DKNG,DraftKings Inc,NASDAQ,Consumer Cyclical,Gambling,US,USD
SOFI,SoFi Technologies Inc,NASDAQ,Financial Services,Credit Services,US,USD
CRTO,Criteo S.A. ADR,NASDAQ,Communication Services,Advertising Agencies,FR,USD
SIRI,Sirius XM Holdings Inc,NASDAQ,Communication Services,Entertainment,US,USD
STNE,StoneCo Ltd,NASDAQ,Technology,Software - Infrastructure,BR,USD
PAGS,PagSeguro Digital Ltd,NYSE,Technology,Software - Infrastructure,BR,USD
3690.HK,Meituan,HKG,Consumer Cyclical,Internet Retail,CN,HKD
PDD,PDD Holdings Inc ADR,NASDAQ,Consumer Cyclical,Internet Retail,CN,USD
VOD,Vodafone Group plc ADR,NASDAQ,Communication Services,Telecom Services,GB,USD
PI,Impinj Inc,NASDAQ,Technology,Semiconductors,US,USD
STLAM.MI,Stellantis N.V.,BIT,Consumer Cyclical,Auto Manufacturers,NL,EUR
1966.HK,China SCE Group Holdings Ltd,HKG,Real Estate,Real Estate - Development,CN,HKD
2007.HK,Country Garden Holdings Co Ltd,HKG,Real Estate,Real Estate - Development,CN,HKD
1628.HK,Yuzhou Group Holdings Co Ltd,HKG,Real Estate,Real Estate - Development,CN,HKD
GME,GameStop Corp,NYSE,Consumer Cyclical,Specialty Retail,US,USD
0700.HK,Tencent Holdings Ltd,HKG,Communication Services,Internet Content & Information,CN,HKD
WMG,Warner Music Group Corp,NASDAQ,Communication Services,Entertainment,US,USD
T,AT&T Inc,NYSE,Communication Services,Telecom Services,US,USD
9988.HK,Alibaba Group Holding Ltd,HKG,Consumer Cyclical,Internet Retail,CN,HKD
TIT.MI,Telecom Italia S.p.A.,BIT,Communication Services,Telecom Services,IT,EUR
APLD,Applied Digital Corporation,NASDAQ,Technology,Information Technology Services,US,USD
AAOI,Applied Optoelectronics Inc,NASDAQ,Technology,Communication Equipment,US,USD
CRWV,CoreWeave Inc,NASDAQ,Technology,Information Technology Services,US,USD
SPOT,Spotify Technology S.A.,NYSE,Communication Services,Entertainment,LU,USD
